address,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,negative_reviews,neutral_reviews,positive_reviews,stars
469 Queen Street W,,,,,,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,_AiqOS8io_reYZri1OeP1g,"Bubble Tea, Restaurants, Chinese, Food",Toronto,12:0-19:0,12:0-21:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-21:0,12:0-19:0,1,43.6483315,-79.3974594,Qualitea,Queen Street West,M5V 2A9,18,ON,chinese,2.0,1.0,15.0,4.111111111111111
"3585 Keele Street, Suite 5",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,False,,,True,,,,True,,,,False,casual,,False,True,2.0,True,True,True,,False,no,TaA8quY8yKqRfHDUmzTTiA,"Restaurants, Chinese, Caribbean, German",Toronto,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,0,43.7506724,-79.48696170000002,Caribbean Nights,,M3J 3H5,4,ON,chinese,,,4.0,5.0
"808 York Mill Road, Unit 8",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}",,,False,,quiet,,False,casual,,False,True,2.0,True,True,True,,True,free,F9h98ZFHLCHG7SdVbXMz0g,"Chinese, Dim Sum, Restaurants",Toronto,11:30-21:0,11:30-21:0,10:0-21:0,10:0-21:0,11:30-21:0,11:30-21:0,11:30-21:0,1,43.754380016599995,-79.3584345628,Kwan At York Mills,,M3B 1X8,81,ON,chinese,10.0,9.0,62.0,3.5925925925925926
1780 Markham Road,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,loud,,False,casual,,False,True,2.0,False,True,True,,,no,nPatYo3wQ7tcvx7nzOU4GQ,"Chinese, Restaurants, Food",Toronto,10:30-23:0,10:30-22:30,10:30-23:0,12:0-22:30,10:30-22:30,10:30-22:30,10:30-22:30,1,43.7956409,-79.2399807,Chopstick House,Scarborough,M1B 2W2,25,ON,chinese,11.0,3.0,11.0,2.44
"3600 Victoria Park Avenue, Unit 1-7",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}",,,False,,loud,,False,casual,,False,True,2.0,True,True,True,,True,no,oRgoOhwCex1X9j1iQ9ou3w,"Restaurants, Dim Sum, Chinese",Toronto,10:0-23:0,10:0-23:0,9:0-23:0,9:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,1,43.8063951831,-79.3385716314,Crown Prince Fine Dining & Banquet,,M2H 3B2,157,ON,chinese,27.0,24.0,106.0,3.4012738853503186
"4188 Finch Avenue E, Unit14-15",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,False,,,True,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,,True,2.0,True,False,True,,True,free,_GwVhLhVF_NkEjdcY0TZ8w,"Chinese, Asian Fusion, Barbeque, Restaurants",Toronto,15:30-2:0,15:30-1:0,15:30-2:0,15:30-1:0,15:30-1:0,15:30-1:0,15:30-1:0,0,43.8039075,-79.2870353,360 Seahood,Milliken,M1W,21,ON,chinese,3.0,4.0,14.0,2.857142857142857
615 Gerrard Street E,,,,,,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,False,,1.0,,,False,,,,uNLvQTK7DnLGRvDUD-i4JA,"Food, Bakeries, Chinese, Restaurants",Toronto,7:30-20:30,7:30-20:30,7:30-20:30,7:30-20:30,7:30-20:30,7:30-20:30,7:30-20:30,1,43.6655869,-79.3512498,Phoenix Bakery,Riverdale,M4M,16,ON,chinese,6.0,1.0,9.0,2.5625
5987 Bathurst Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,,casual,,False,True,2.0,False,False,True,,,,s5uf2Rzd36XXJXlWYIb40g,"Chinese, Kosher, Restaurants, Asian Fusion",Toronto,10:0-2:0,12:0-21:0,,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,1,43.7863353,-79.4455806,Kosher Wok and Roll,,M2R,3,ON,chinese,2.0,,1.0,2.3333333333333335
261 Spadina Avenue,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,,,False,casual,,,True,2.0,True,,True,,,,de0TZ8d13EckniO-o1lH9w,"Cantonese, Chinese, Restaurants, Dim Sum",Toronto,10:0-0:0,10:0-23:0,10:0-0:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,1,43.6523003,-79.3974972,Dim Sum Plus,Chinatown,M5T 2E3,5,ON,chinese,,3.0,2.0,3.0
5525 Yonge Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,False,2.0,False,False,True,,,free,iJziJyLGEbcgTw79t5a-hw,"Taiwanese, Chicken Shop, Restaurants, Chinese",Toronto,11:30-1:0,11:30-0:0,11:30-1:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,1,43.7784352,-79.4149025,Hot Star Large Fried Chicken,Willowdale,M2N 7L3,43,ON,chinese,4.0,6.0,33.0,3.3488372093023258
2379 Queen Street E,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,True,casual,,True,True,1.0,False,True,True,,False,no,tisVBZM6OFh1ih4x6rGtDw,"Food, Imported Food, Asian Fusion, Ethnic Food, Specialty Food, Restaurants, Chinese, Breakfast & Brunch",Toronto,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,1,43.6724986,-79.2873733,Garden Gate Restaurant,The Beach,M4E 1H5,44,ON,chinese,7.0,6.0,31.0,3.272727272727273
"5 Northtown Way, Unit 14",,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,,,False,casual,,True,False,1.0,False,False,True,,True,free,CIFjkjllhTPGyx9eWBwJGQ,"Chinese, Restaurants, Noodles, Hainan",Toronto,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,1,43.7749923,-79.4134696,Sprout Hainan Noodle,Willowdale,M2N 7A1,24,ON,chinese,4.0,5.0,15.0,3.6666666666666665
323 Spadina Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}",,,False,,loud,,False,casual,,False,True,2.0,False,True,True,,True,no,O1TvPrgkK2bUo5O5aSZ7lw,"Chinese, Restaurants, Dim Sum",Toronto,9:30-5:0,9:30-2:0,9:30-5:0,9:30-2:0,9:30-2:0,9:30-2:0,9:30-2:0,1,43.6543527997,-79.3983133882,Rol San,Chinatown,M5T 2E9,577,ON,chinese,143.0,86.0,348.0,3.334488734835355
3290 Midland Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,dJBUz34x6FixXgq7S4fFLw,"Chinese, Seafood, Restaurants",Toronto,,,,,,,,1,43.8062248,-79.2892866,Wai Yu Lau Restaurant,Milliken,M1V 3Z9,4,ON,chinese,3.0,1.0,,1.5
629 Kingston Road,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,,,False,,,,,,,True,,,,True,,quiet,,False,casual,,True,True,1.0,True,True,True,,,no,vHHHbPjhXtLApOmBoGWLww,"Restaurants, Chinese",Toronto,,,,,,,,1,43.67870870000001,-79.2982057,Seaspray Restaurant,,M4E 1R3,8,ON,chinese,3.0,1.0,4.0,2.5
1406 Queen Street W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w8WP_CwHfZCX3nZ6337PJg,"Restaurants, Chinese",Toronto,,,,,,,,0,43.6412606,-79.43454709999997,Good Life House Restaurant,Parkdale,M6K 1L9,3,ON,chinese,1.0,,2.0,3.0
359 Albion Road,,,,,,,,,,,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,,,False,True,2.0,True,,True,,,free,2TPyzxqlhIRYqd6zi317Lw,"Chinese, Asian Fusion, Halal, Restaurants, Indian",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,43.7248619,-79.5508426,Umami Hakka,Etobicoke,M9W 2P1,7,ON,chinese,1.0,,6.0,4.428571428571429
109 McCaul St,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,1.0,False,False,True,,,no,hqpPDu238T1tpBa64Q0TSw,"Chinese, Restaurants",Toronto,,,,,,,,1,43.6537184,-79.39090350000002,Tasty Chinese Food,Downtown Core,M5T 3K5,11,ON,chinese,3.0,1.0,7.0,2.909090909090909
"10A Edward Street, 2nd Floor",,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}",,,True,,average,,False,casual,,False,True,2.0,False,False,True,,False,free,PwcZPVAxhnG-MPPpH3BsYQ,"Restaurants, Chinese, Sandwiches, Cafes, Coffee & Tea, Breakfast & Brunch, Food",Toronto,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,1,43.6570732513,-79.381775558,Phoenix Cafe,Downtown Core,M5G 1C9,74,ON,chinese,11.0,11.0,52.0,3.310810810810811
120 Adelaide Street  W,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,,,,,True,,,,True,,,False,,2.0,False,False,True,,True,no,SykyXR8BFiBRH9ON-Kj9kg,"Chinese, Restaurants, Soup, Food Court, Noodles, Fast Food",Toronto,10:0-18:0,10:0-18:0,,,10:0-18:0,10:0-18:0,10:0-18:0,1,43.6499721,-79.3832232,Shanghai 360,Financial District,M5H 1T1,5,ON,chinese,,1.0,4.0,4.4
40 St George St,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,False,,,,,,,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,casual,,,,1.0,False,,True,,,no,XhI9jFlXmT33LQzOHkJrlw,"Restaurants, Chinese, Food Stands",Toronto,,,,,,,,1,43.6596184,-79.3969208,Ken Ho's Snack Service,University of Toronto,M5S 2E4,7,ON,chinese,4.0,,3.0,3.142857142857143
220 Laird Drive,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,3.0,True,True,True,,,,bwFxrxHrz9I36awGc-yjjw,"Seafood, Noodles, Chinese, Dim Sum, Restaurants, Food",Toronto,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,43.7125483505,-79.3645555214,TAO Northern Chinese Cuisine,,M4G 3X2,16,ON,chinese,3.0,1.0,12.0,3.3125
17 Milliken Boulevard,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}",,,False,,loud,,False,casual,,False,True,2.0,True,True,True,,True,no,lkM72Y21bjBqUGaW7iL7tQ,"Seafood, Chinese, Restaurants, Dim Sum",Toronto,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,1,43.8035677762,-79.2935091884,Very Fair,Milliken,M1V 1V3,77,ON,chinese,18.0,8.0,51.0,3.207792207792208
438 Dundas Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,quiet,,False,casual,,True,True,1.0,True,True,True,,,free,vuXz17TgImV6_VNYwFkKYg,"Restaurants, Chinese",Toronto,,,,,,,,1,43.6536029,-79.3957382,Taste of Yunnan,Chinatown,M5T 1G6,28,ON,chinese,3.0,10.0,15.0,3.5
200 Bloor Street W,,,beer_and_wine,,,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,False,casual,,True,True,1.0,False,True,True,,False,,fuk8V-SmFO0xRyC9eMDarw,"Indian, Restaurants, Chinese",Toronto,,,,,,,,0,43.6685679,-79.395401,China Garden Restaurant,The Annex,M5S 1T8,8,ON,chinese,3.0,2.0,3.0,2.625
121 King Street W,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,ctTiEiUTY_FvnZ0ovBeZWQ,"Asian Fusion, Restaurants, Korean, Chinese",Toronto,,,,,,,,1,43.6476825,-79.3830131,Ho Ga Oriental Cuisine,Financial District,M5H 3T9,21,ON,chinese,2.0,4.0,14.0,4.0
250 Alton Tower Circle,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,MW1vK27V6fqOPbJcRnttsQ,"Barbeque, Restaurants, Chinese",Toronto,,,,,,,,1,43.822398,-79.275451,New May Hong Yuen BBQ,Milliken,M1V 5E3,3,ON,chinese,1.0,,2.0,4.0
635 Gerrard Street E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,YrFBrZSOPqR37lQrUG2gGw,"Chinese, Restaurants",Toronto,15:30-0:30,15:30-0:30,15:30-0:30,15:30-0:30,15:30-0:30,15:30-0:30,15:30-0:30,1,43.6657515,-79.35066040000002,Panda Chef,Riverdale,M4M 1Y2,6,ON,chinese,3.0,,3.0,2.0
"200 Bay St, South Tower, Concourse Level",,,none,,,,,False,,True,,,,,,,,,,True,,,,False,,,,False,casual,,False,False,1.0,False,,True,,,no,8Sqd1E8Jhjt3pbsoyOZ4dQ,"Restaurants, Chinese",Toronto,,,,,,,,1,43.6465059,-79.3801451,Szechuan Express,Financial District,M5J 2S1,9,ON,chinese,3.0,3.0,3.0,2.888888888888889
145 King Street W,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,False,1.0,False,False,True,,True,no,C7oHVsJyxNGH2D9yXUB2kw,"Thai, Restaurants, Chinese",Toronto,,,,,,,,1,43.6474686,-79.3839517,Modern Wok,Financial District,M5H 1J8,26,ON,chinese,3.0,6.0,17.0,3.8076923076923075
58 Centre Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,,no,0Mhw1lD_Zwsv4Vo6oQrPWA,"Restaurants, Seafood, Chinese",Toronto,11:0-5:0,11:0-23:0,14:0-5:0,14:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,43.6549211,-79.38708079999998,Wah Too,Downtown Core,M5G 1R5,17,ON,chinese,1.0,4.0,12.0,3.5294117647058822
"240 Alton Towers Circle, Unit A7",,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,loud,,False,casual,,False,True,2.0,True,True,True,,,free,odhwxNT5Y1qWB8v_rdmS6Q,"Restaurants, Chinese, Dim Sum",Toronto,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,1,43.8264673,-79.277313,Ginger And Onion Cuisine,Milliken,M1V 4P2,21,ON,chinese,3.0,2.0,16.0,3.7142857142857144
"80 Weston Rd, Ste 39",,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,False,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,True,True,2.0,False,False,True,,,,o1FLiGssn5Wxc_POWSuZZA,"Chinese, Fast Food, Restaurants",Toronto,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,1,43.67406879999999,-79.47044720000002,Panda Express,,M6N 4X9,15,ON,chinese,5.0,2.0,8.0,2.933333333333333
507 Yonge Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,True,True,2.0,True,True,True,,,free,g7bVip6ncXJC5xzkQMjohQ,"Restaurants, Chinese, Asian Fusion, Vietnamese",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0,43.6658848249,-79.386177063,Fickle,Downtown Core,M4Y 1Y3,57,ON,chinese,22.0,7.0,28.0,2.7017543859649122
5423 Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScgWjQFX6AhyejgivdFL0w,"Noodles, Chinese, Restaurants",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,43.774329604399995,-79.41427822760001,Chu Resto,Willowdale,M2N 5R6,5,ON,chinese,,1.0,4.0,4.0
421 Spadina Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,True,no,BUcTdN-rNE8urCCQuxSOQA,"Chinese, Restaurants",Toronto,11:30-22:30,11:30-22:0,11:30-22:30,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,43.6571184,-79.3993309,Mother's Dumplings,Chinatown,M5T 2A8,460,ON,chinese,110.0,85.0,265.0,3.241304347826087
