address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
416 Spadina Avenue,,,,,True,,,,True,True,True,,True,,RJx_V39W3KGO1ORr99NCBw,"Chinese, Asian Fusion, Restaurants, Szechuan, Seafood",Toronto,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.656269926099995,-79.3997754154,Mr Roc's Crawfish,Chinatown,M5T 2G7,10,ON,chinese,Toronto_chinese_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2.0,4.0,2.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
977 O'Connor,,,,,,,,,,,,,,,Nl4v432g8ZdnZhAlShj8Sw,"Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7088259068,-79.3098655343,977 Cafe,,M4B 2T1,5,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1.0,2.0,2.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1 Glen Watford Drive,,True,,,True,,,,False,True,True,,True,,TUMMUJ_W3JqPpfU_D_Hscg,"Seafood, Vegetarian, Restaurants, Chinese",Toronto,12.0,12.0,12.0,12.0,12.0,12.0,12.0,43.786027000000004,-79.2760491,South Sea Village Chinese Restaurant,Scarborough,M1S 2B7,9,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,8.0,3.7777777777777777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5633 Finch Avenue E,False,True,True,,True,,True,False,True,True,True,True,True,,g8GNA1Np_tA_41_9v1S0eQ,"Chinese, Indian, Restaurants",Toronto,12.5,11.5,12.5,10.5,11.5,11.5,11.5,43.81374260000001,-79.2380555,Lucky Lin's Restaurant,Scarborough,M1B 5K9,17,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,2.0,14.0,3.4117647058823533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
645 Street Clair Avenue W,True,True,True,,True,,True,False,True,True,False,True,True,,uFNM9ICvZN0TEbURIpiIDQ,"Restaurants, Chinese",Toronto,11.0,11.0,11.0,11.0,11.0,0.0,11.0,43.6763132586,-79.4263377786,Chinese Dumplings,Wychwood,M6C 1A7,43,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,9.0,28.0,3.6046511627906983,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,66.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2900 Eglinton Avenue E,,False,True,,True,,True,False,False,True,False,True,True,,Ue2H-ajY-uBKwGoBDQutCA,"Caribbean, Chinese, Restaurants",Toronto,11.75,0.0,11.75,10.0,10.75,10.75,10.75,43.7393264837,-79.2378300199,Wok & Fortune,Scarborough,M1J 2E4,6,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,3.0,2.1666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65.75,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
689 Yonge Street,True,True,False,,True,,False,False,False,True,True,True,True,True,SLH_6FIjptg5BEJbYNld6w,"Japanese, Food, Imported Food, Specialty Food, Korean, Restaurants, Ethnic Food, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6689926,-79.38596940000002,Oja Noodles House,Church-Wellesley Village,M4Y 2B2,87,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0,11.0,60.0,3.2528735632183907,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
"3280 Midland Ave E, Unit 27-28",True,True,False,,True,,False,False,False,True,True,True,True,,anGYRueZJKYCJefKFccfjA,"Breakfast & Brunch, Hot Pot, Restaurants, Chinese",Toronto,18.0,17.0,18.0,17.0,17.0,17.0,17.0,43.806195724300004,-79.2884922765,Made In China Hot Pot,Milliken,M1V 0C7,65,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,8.0,42.0,3.246153846153846,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,121.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3471 Yonge Street,,,,,,,,,,,True,,,,X6rz732Av_276Dn06dOx9g,"Chinese, Restaurants",Toronto,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.7342674,-79.4043713,CHICXI,,M4N 2N3,8,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,5.0,3.875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2626 Danforth Ave,False,,,,True,,True,False,True,True,False,True,True,,YBk7SLJ7WUfalpJ82yXJ4Q,"Restaurants, Comfort Food, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6886686,-79.3002742,Su-Good,The Danforth,M4C 1L7,8,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,6.0,3.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"865 York Mills Road, Unit 2",True,True,False,,True,,True,False,False,True,True,True,True,,cPXasVLtq_1gmuSg65TUfQ,"Chinese, Buffets, Restaurants",Toronto,3.5,4.5,4.0,4.0,4.5,4.5,16.5,43.755169,-79.34989200000003,Dragon Pearl Buffet,,M3B 1Y8,282,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.0,32.0,217.0,3.4822695035460987,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,41.5,1.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"2301 Brimley Road, Unit 128",False,,False,,True,,True,False,False,True,True,True,True,True,-M9S1wlZTvv6T9EOo5X2Yw,"Dim Sum, Seafood, Restaurants, Chinese",Toronto,14.0,13.5,14.0,14.0,13.5,13.5,13.5,43.79780220000001,-79.2708324,Grandeur Palace,Scarborough,M1S 5B8,54,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,3.0,32.0,2.6666666666666665,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,96.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"171 East Liberty Street, Unit 153",,True,,,True,,,,False,True,,,True,,YrnJeuFJIm-G6osP1hbgKQ,"Chinese, Dim Sum, Restaurants, Vietnamese, Thai",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.638265000000004,-79.417441,Pepper ring,Liberty Village,M6K,4,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,3.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8 Glen Watford Drive,,,,,True,,,,False,True,False,,True,,e8t4epymmaQSdb1szLbTTQ,"Restaurants, Chinese",Toronto,13.5,13.5,0.0,0.0,13.5,13.5,13.5,43.7869555,-79.27613029999998,Dickens Restaurant,Scarborough,M1S 2B7,3,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67.5,5.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"23 Davenport Road, Suite 21",,True,,,True,,,False,True,True,False,False,True,True,roMIrAUtgNgBVb6kbYMRHQ,"Chinese, Fast Food, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6727753,-79.38910759999997,Ho-Lee-Chow,Yorkville,M5R 1H2,3,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,1.0,1.6666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
266 Spadina Avenue,True,False,False,,True,,False,False,False,True,False,True,True,True,xdfGzrJ1mx3mBx6m14Ebhw,"Restaurants, Chinese, Noodles",Toronto,14.0,13.0,14.0,13.0,13.0,0.0,13.0,43.65215157220001,-79.3979640307,Goldstone Noodle Restaurant,Chinatown,M5T 2E4,107,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.0,13.0,67.0,3.037383177570093,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,80.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
300 Borough Drive,,,,,True,,False,True,False,True,True,True,True,,t9wNYKJz1penDhrTPOr78A,"Restaurants, Dim Sum, Chinese",Toronto,10.0,10.0,11.0,10.0,10.0,10.0,10.0,43.776062111099996,-79.2575963214,Kwan Dim Sum Express,Scarborough,M1P 4P5,35,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,6.0,21.0,2.771428571428572,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,71.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1 Glen Watford Avenue,False,,False,,True,,True,False,False,True,True,True,True,,dQojkooHaWvyCor5qcAS6Q,"Chinese, Restaurants",Toronto,11.0,11.0,12.0,12.0,11.0,11.0,11.0,43.7859729,-79.2760368,Peking Duck Kitchen,Scarborough,M1S 2B7,31,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,5.0,25.0,3.7096774193548394,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4907 Yonge Street,True,True,,,True,,True,False,True,False,True,False,True,,lP8Qx2Lv0rjgTgDOvs_2Sg,"Dim Sum, Chinese, Restaurants",Toronto,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.7642262,-79.4113292,Lee Town,Willowdale,M2N 5N6,34,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,4.0,22.0,3.0882352941176467,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
463 Dundas Street W,True,True,False,,True,,False,False,False,True,True,True,True,False,AVLj5MSJD1si-Rl6X6qTXQ,"Dim Sum, Restaurants, Chinese, Sushi Bars",Toronto,15.0,15.0,15.0,15.0,15.0,15.0,15.0,43.6531088463,-79.39671278,Rosewood Chinese Cuisine,Chinatown,M5T 1G8,164,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.0,19.0,108.0,3.1463414634146343,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,105.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3453 Victoria Park Avenue,,,,,,,,,,,True,,True,,AcCrkVSrZ9qShuPhXYDgGQ,"Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.798524431000004,-79.3336882442,Home Feel Seafood Chinese Restaurant,,M1T,3,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3.0,2.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282 Jane St,,,,,,,True,,True,True,,,,,vHaXbmEl6K_Lf-w5PFGBSA,"Chinese, Thai, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.65597260000001,-79.4873427,Xin Yi Garden,,M6S 3Z2,3,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3.0,2.6666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
346 Spadina Avenue,,True,,,True,,True,False,False,True,True,True,True,,icTMQrn3BYeSfBrxQZN6Bg,"Dim Sum, Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6542889,-79.3987025,Gold Diamond Chinese Restaurant,Chinatown,M5T 1J5,18,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,0.0,12.0,2.888888888888889,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2093 Danforth Avenue,True,False,,,True,,True,False,True,True,False,True,True,,3ot6ucvk6eG6Zgtzc2-gwg,"Fast Food, Chinese, Asian Fusion, Dim Sum, Restaurants",Toronto,10.5,10.5,10.0,4.5,10.5,10.5,10.5,43.6855652,-79.3122921,Sandy's Restaurant,The Danforth,M4C 1K1,16,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1.0,11.0,3.5625,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,67.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
"900 Dufferin Street, Unit #25",,,,,True,,,,,True,False,,True,,HjT1oe9jea1m65FWEYbfKw,"Asian Fusion, Fast Food, Chinese, Restaurants",Toronto,11.0,11.0,11.5,7.0,11.0,11.0,11.0,43.656331099999996,-79.4353349,Manchu Wok,Brockton Village,M6H 4A9,3,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,2.6666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370 Yonge Street,,True,,,True,,True,False,True,True,,True,True,,dYQaLCEog1QpQShowSVZig,"Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.65855,-79.382072,Lee Town Chinese Restaurant,Ryerson,M5B 1S5,5,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
"6620 Finch Ave W, Unit 2",,,,,,,,,,,,,,,B2uv_PI7yHj__C20rXpVIQ,"Restaurants, Chinese, Hakka, Caribbean",Toronto,14.5,11.5,14.5,14.0,11.5,11.5,11.5,43.7348874,-79.6022411,Golden Star,Etobicoke,M9V 5H7,4,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,3.0,3.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"4205 Keele Street, Unit 7",False,True,,,True,,True,False,True,True,True,,True,,dN3-yXUI6ybiLhO-lF5oQg,"Restaurants, Chinese",Toronto,11.0,11.0,10.0,10.0,11.0,11.0,11.0,43.77310870000001,-79.49323790000003,Tin Tin Congee Chinese Restaurant,,M3J 3T8,17,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,13.0,3.2352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"633 Silver Star Boulevard, Unit 120",True,False,False,,True,,True,False,False,True,False,True,True,,O0zyXuEw_aojAK5ILW6WJA,"Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8221402,-79.2985083,New Northern Dumplings,Milliken,M1V 5N1,57,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,9.0,44.0,3.6666666666666665,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1 Byng Avenue,True,,False,,False,,False,True,False,False,False,True,True,,GxzEsd-81hVP6C2h6wMvBw,"Chinese, Restaurants",Toronto,12.5,11.0,12.5,12.5,11.0,11.0,11.0,43.776606,-79.4147159,Big Beef Bowl,Willowdale,M2N 0E6,114,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,17.0,81.0,3.6403508771929824,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,81.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"6464 Yonge Street, Unit 152",True,True,True,,True,,False,False,True,True,True,True,True,,vMpJzMFst_9GP4boeqWIRg,"Restaurants, Chinese",Toronto,13.5,13.5,14.0,14.0,13.5,13.5,13.5,43.79575,-79.421812,Congee Queen,,M2M 3X4,93,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,18.0,63.0,3.5591397849462365,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,95.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
